UtilizationOfUnsecuredLinesTotal,Age,CustomerLifeTime,NumberOfTime30_59DaysLateNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.576062129,48,15,0,0.220859326,14266,7,0,2,0,1
0.05079443,58,22,0,0.551556698,3500,12,0,2,0,0
0.223463006,71,24,0,0.200879912,10000,8,0,2,0,0
0.25874825,44,8,0,0.264064294,5225,4,0,1,0,2
0.043930405,50,13,0,1.153265215,2250,3,0,1,0,0
0.011927719,55,19,0,0.293100986,7000,8,0,2,0,0
0,60,20,0,0.210871603,3200,6,0,1,0,0
0.451277436,58,13,0,0.235229958,5500,7,0,1,0,1
0.053981661,68,31,0,2.013986014,1000,16,0,2,0,0
0.024315363,57,16,0,0.294171699,7617,6,0,2,0,0
0.486406589,30,4,0,0.316387749,3166,9,0,0,0,0
0.828840329,51,17,1,0.541949444,10166,10,0,2,0,1
0.552995392,32,5,0,0.038649973,5510,3,0,0,0,1
1.028990337,56,14,2,0.295643894,4200,5,2,1,3,1
0.742448163,34,6,1,0.301293254,2860,7,0,0,0,3
0,53,18,0,0.440111978,5000,9,0,3,0,3
1.015968064,28,3,0,0.025169046,2661,2,0,0,0,1
0.264402504,55,15,0,0.085659991,6840,5,0,0,0,3
0,40,11,0,0.339737108,8900,6,0,3,0,3
0.233544105,42,9,0,0.392303674,5742,9,0,1,0,3
0.091737724,45,12,0,0.306043388,3871,3,0,1,0,0
0.296773249,75,29,0,2.121546961,180,4,0,0,0,0
0.029891464,64,24,0,0.284190882,3750,11,0,2,0,1
0.862842893,46,14,2,0.361008476,4600,4,2,1,0,2
0.292088489,51,15,0,0.74765047,5000,7,4,1,0,2
0.013530836,73,32,2,0.005387205,5939,7,0,0,1,0
0.354482276,45,11,0,0.594199222,11825,5,0,1,0,3
0.018163639,45,12,0,0.302423113,2145,5,0,0,0,0
0.13364775,54,23,0,0.218250776,8700,12,0,0,0,0
0,60,23,0,0.465074295,7200,10,0,2,0,0
2.21756487,30,4,1,0.086608927,7504,1,1,0,0,2
0.13176212,58,17,0,0.187230529,10900,15,0,1,0,0
0.06791478,48,14,0,0.097187042,7500,4,0,1,0,3
0.074383956,66,27,0,0.573226679,8500,10,0,3,0,0
0.795640872,69,20,0,0.57464047,4936,3,0,1,0,0
0.673850357,57,20,1,0.399923202,10416,19,0,1,0,1
0.861268979,40,10,0,0.66125986,9000,8,1,2,1,2
0.08678261,61,22,0,0.015624023,16000,9,0,0,0,0
0.104520741,41,11,0,0.070577452,12000,5,0,1,0,4
0.092543907,64,21,0,0.134782609,22539,12,0,1,0,3
0.106403237,26,3,0,0.118418129,4500,4,0,0,0,0
0.309731001,58,13,0,0.603433836,4775,7,0,1,0,1
0.327435542,50,18,0,0.317815289,9300,13,0,2,0,3
0.145597353,44,10,0,0.297160379,7500,6,0,1,0,1
0.24281553,47,18,0,2.671633654,5502,17,0,3,0,0
0.9999999,55,15,1,0.022992635,5566,2,0,0,1,0
0.179475591,66,23,0,0.401236476,6469,16,0,2,0,0
0.010773046,95,28,0,0.00219956,5000,2,0,0,0,0
0.263431445,33,6,0,0.482703459,5000,7,0,1,0,0
1.007140817,42,10,5,0.394476645,2932,7,0,1,1,0
0.944173313,25,2,0,0.170846395,4465,4,0,0,0,2
0.068900293,52,20,0,0.309340189,18671,17,0,3,0,2
0.726065227,53,23,0,0.611899728,9932,21,0,3,0,0
0.9999999,27,3,1,0.275402554,1800,2,0,0,0,0
0.497809607,53,15,0,0.379158374,7033,8,0,1,0,1
0.610559061,71,31,3,1.230036149,3042,19,0,1,1,0
0.103453735,66,23,0,0.424309743,3150,9,0,1,0,1
0.077832128,43,10,0,0.159389231,7465,5,0,1,0,2
0,86,24,0,988,0,8,0,0,0,0
0,42,13,0,0.248765667,5265,10,0,1,0,2
0.029272062,34,6,0,0.249646778,9200,5,0,1,0,3
0.034798608,69,18,0,0.688110281,3481,6,0,1,0,0
0,44,16,0,0.258716086,15000,15,0,1,0,2
0.795605368,35,7,2,1.033858998,2155,7,1,1,0,1
0.021452425,68,29,0,0.475224573,3450,11,0,2,0,0
0.020162522,64,28,0,0.765198595,3700,9,0,2,0,0
0.149464035,36,10,0,0.43381113,2371,9,0,2,0,3
0.166479373,61,18,0,0.68439917,5300,16,0,3,1,0
0.277490545,55,23,1,0.597552196,8333,28,1,2,0,2
0.036066281,46,14,0,0.067345341,8938,8,0,1,0,1
0.992047262,32,4,0,0.154296875,1023,2,4,0,0,3
0.009108917,83,37,0,0.007998223,4500,17,0,0,0,0
0.020203855,62,18,0,0.513312764,8750,9,0,2,0,2
0.304657453,44,10,0,0.554786621,2600,5,0,0,0,1
0.000649594,62,21,0,0.246780163,6754,6,0,1,0,0
0.007173277,69,29,0,0.001919846,8333,7,0,0,0,0
0.07378225,49,11,0,0.251173006,10016,6,0,1,0,0
0.042534401,79,26,0,0.010377358,4239,9,0,0,0,0
0.568106312,44,12,2,0.147967118,4500,6,0,0,1,2
0.394975208,40,8,1,0.243675632,10000,6,0,1,0,0
0.035863885,61,28,0,0.922543353,6054,17,0,6,0,1
0.880170966,23,1,0,0.328800989,2426,9,0,0,0,0
0.135348056,38,8,0,0.190851257,3300,7,0,0,0,1
0.025401569,53,15,0,0.298155965,4500,14,0,1,0,0
0.220155039,49,20,1,0.500113199,4416,17,0,1,0,1
0.380021379,43,9,0,0.326575645,7250,10,0,2,0,2
0.013529981,61,17,0,0.032745592,1190,8,0,0,0,0
0.06490171,61,25,0,0.312631709,8066,19,0,2,0,1
0.015758142,47,10,0,0.170819215,10033,7,0,1,0,2
0.9999999,57,18,1,0.136406694,9500,2,4,0,0,2
0.288633578,57,25,0,0.521075581,6879,25,0,1,0,1
0.384304616,57,19,1,1.959474757,13250,15,1,2,2,1
0,29,4,0,0.076780415,2695,6,0,0,0,0
0.06872202,49,14,0,0.345858383,11975,11,0,2,0,0
0.015837425,49,17,0,0.019017433,1892,8,0,0,0,0
0.840231954,45,14,0,0.367443277,6566,7,0,2,0,0
0.024998913,68,24,0,0.366967197,5212,5,0,1,0,0
0,80,22,0,0.094367075,4810,9,0,1,0,0
0.488098815,35,8,0,0.181792413,21166,12,0,3,0,2
0.141315137,43,10,0,0.498812648,8000,16,0,2,0,2
0.017764358,59,19,0,0.134618269,13333,11,0,2,0,0
0.489805364,54,15,0,0.629058141,8100,16,0,2,0,1
0.009549523,79,21,0,0.160448671,4100,8,0,1,0,0
0.413886204,39,12,0,0.36670804,7250,11,0,2,0,2
0,82,33,1,0,2300,2,0,0,0,0
0.782566492,64,18,0,0.035151515,3299,12,0,0,0,0
0.049419931,52,15,0,0.413548387,7749,8,0,2,0,1
0.668484683,43,14,1,0.712548467,5673,12,0,3,0,2
0.372484261,46,15,0,1.258325404,2101,13,0,2,0,2
1.045364892,47,17,1,0.236844694,10166,11,0,1,0,3
0.184400286,25,2,0,0.16370423,5625,14,0,0,0,0
0.032811307,30,4,0,0.068151277,5208,6,0,0,0,0
0.692376448,56,22,0,0.245901639,11162,15,0,1,0,0
0.297830638,47,13,1,0.424445375,7166,7,0,2,0,3
0.114160191,51,13,0,0.239002146,3727,3,0,1,0,0
0.043865414,68,17,0,0.009618132,10500,5,0,0,0,0
0.2939168,68,21,0,0.074641786,3000,12,1,0,0,0
0.048980516,63,22,0,0.345057307,13959,9,0,3,0,1
0.9999999,48,10,0,0.343053531,4800,6,0,0,0,1
0.049187769,62,19,0,0.359010271,4283,12,0,3,0,1
0.9999999,44,12,1,0.078490189,8000,3,1,0,5,1
0,69,24,0,0.58567228,3740,5,0,2,0,0
0.119023184,55,20,0,0.30646844,3833,8,0,1,0,0
0.128054998,39,7,0,0.697460508,5000,7,0,2,0,4
0.031560007,62,27,0,0.140572255,12441,12,0,2,0,0
0.589176414,33,7,0,0.141863498,6900,11,0,0,0,2
0.862925706,48,13,0,0.346659365,3651,3,1,0,0,2
0.007276441,80,27,0,0.003998401,2500,11,0,0,0,0
0.197928418,35,8,3,0.359106816,6000,8,0,1,0,3
0.209629515,42,13,0,0.293683918,14375,22,0,2,0,0
0.052099132,45,12,1,0.202521267,9756,7,0,1,0,2
0.146003214,48,11,0,0.244036995,6162,6,0,1,0,1
0.582328353,42,9,1,0.587201828,7000,4,0,1,0,2
0,53,18,0,0.470360325,2580,3,0,1,0,0
0.058559063,54,12,0,0.032693461,3333,5,0,0,0,0
0.017036054,55,22,0,0.375731213,13333,14,0,2,0,0
0.033657009,53,13,0,0.159968006,5000,12,0,0,0,1
0.015798947,70,28,0,0.202379446,7900,9,0,1,0,1
0.036105853,49,9,0,0.014409222,2081,2,0,0,0,0
0.139331607,45,15,0,0.430443646,10300,12,0,2,0,0
0.9999999,33,6,0,0.797529775,6800,18,0,9,0,1
0.006975134,74,23,0,16,0,10,0,0,0,0
0.053809417,49,17,0,0.308384581,6666,9,0,1,0,2
0.560939086,56,23,0,0.345401829,13450,16,0,1,0,2
0.163966639,40,10,1,0.056621881,2083,7,0,0,0,0
0.133190745,44,12,0,0.285102128,7000,6,0,0,0,5
0.040543791,43,13,0,0.192566579,10250,9,0,1,0,2
0.18891991,42,10,0,1.26174765,5000,6,0,0,0,0
0.14307834,55,20,0,0.180270008,11332,22,0,2,0,0
0.104051864,40,11,0,0.416540442,3300,5,0,1,0,5
0.950006943,57,13,0,0.23414785,6465,5,0,2,0,2
0.285364613,67,23,0,0.52373581,3875,10,0,2,0,1
0.458448077,31,4,0,0.115377515,10833,9,0,0,0,0
0.000606042,50,17,0,0.135508637,2604,7,0,1,0,1
0.048457397,72,33,0,0.293262575,4333,11,0,2,0,0
0.800843803,45,14,0,0.591991891,3945,7,0,0,0,0
0.378375903,56,18,0,0.515478762,4166,9,0,1,0,0
0.010946001,67,22,0,0.03561758,4800,7,0,0,0,1
0.066046698,56,14,0,0.043613707,26000,5,0,2,0,0
0.060645768,80,37,0,0.031638084,3381,11,0,0,0,0
0.075331297,59,23,0,0.707277377,4300,9,0,3,0,0
0.013521191,48,12,0,0.505324929,4600,5,0,1,0,3
0.003515696,53,14,0,0.366037465,13932,8,0,2,0,0
0.159998309,42,11,0,4.746506986,500,9,0,1,0,3
0.054986627,64,30,0,0.51058157,6000,13,0,1,0,0
0.005162743,46,12,0,0.153070699,7538,15,0,1,0,0
0.000132254,73,21,0,0.238507662,1500,10,0,1,0,1
0.200959808,61,13,0,0.08828848,9400,5,0,1,0,3
0.008276456,68,20,0,0.001070778,9338,5,0,0,0,1
0.148691128,62,22,0,0.202975048,2083,7,0,0,0,0
0.9999999,38,6,0,0.076953176,7666,6,0,0,0,1
0,53,18,0,0.204465922,6000,6,0,1,0,1
0.237801208,60,21,0,0.427262123,6000,13,0,2,0,0
0.039921862,68,26,0,0.27931531,6250,13,0,2,0,0
0.945841559,48,16,3,0.091702027,4241,7,0,0,1,1
0.073992601,81,27,0,0.159578723,7500,5,0,1,0,0
0.9999999,40,11,0,0.099051469,6430,2,0,0,1,1
0.87471176,25,2,3,0.203197868,1500,3,0,0,0,0
0.854058377,30,4,0,0.45636275,2050,8,0,0,1,1
0.142388609,29,3,0,0.221284159,4500,5,0,0,0,0
0.43520515,48,9,0,0.148875402,2800,4,0,0,1,1
0.022927561,81,27,0,0.133382102,4100,13,0,0,0,0
0.025177067,65,19,0,0.152596948,7142,13,0,1,0,0
0.310232762,77,29,0,0.226936788,11500,11,0,2,0,0
0.06799456,42,10,0,0.010828821,2400,6,0,0,0,2
0.008155368,86,38,0,0.114917127,6334,8,0,1,0,0
0,43,13,0,0.26103009,5416,7,0,1,0,2
0.046912024,35,6,0,0.427282976,5321,14,0,2,0,0
0.5014997,31,6,1,0.116782153,5916,5,0,0,0,0
0.122509444,41,11,0,0.896220453,7910,4,0,3,0,3
0.063221752,57,21,0,0.725885368,8583,18,0,5,0,0
0.806588706,49,15,0,0.509046455,6134,9,0,3,0,0
0.61752988,40,10,0,0.083843921,3100,3,0,0,0,1
1.075924076,41,13,2,0.019988895,1800,6,0,0,1,1
0.012110587,83,35,0,0.21912542,8323,16,0,1,0,0
0.096405999,35,7,0,0.368655693,2915,7,0,1,0,1
0.0221707,36,9,2,0.661419753,3239,8,0,2,0,1
0.637883976,58,18,1,0.453776342,6500,16,0,2,0,1
0.113772609,58,19,0,0.38040423,7470,25,0,1,0,0
0.004619588,39,11,0,0.091083107,6268,5,0,0,0,2
0.299658413,55,24,0,0.283272143,8715,18,0,1,0,0
0.306387105,27,3,0,0.031477407,5908,3,0,0,0,1
0.797666895,55,15,1,0.333003953,7083,13,0,2,0,3
0.286958115,50,19,0,0.215072843,10707,10,0,1,0,2
0.110747231,55,14,0,0.229641151,9000,15,0,1,0,0
0,34,4,1,0.271537623,2750,4,0,1,0,2
0,21,0,0,0,929,1,0,0,0,0
0.06483054,50,14,0,0.453010279,9533,11,0,2,0,0
0.48316729,63,19,0,1.177129148,2500,10,0,1,0,0
0.102729982,54,15,0,0.159107271,12500,7,0,1,0,3
0.479429226,31,5,0,0.135572885,5000,5,0,0,0,3
0.026558524,60,20,0,0.235258797,8326,9,0,1,0,1
0.863634957,44,10,0,1.167063303,2100,9,0,1,0,0
0.000462513,76,29,0,0,2600,14,0,0,0,0
0.579618331,43,12,0,0.327247793,11666,12,0,3,0,0
0.018436028,43,9,0,0.202889106,9206,7,0,1,0,0
0.9999999,61,18,0,602,0,1,0,1,0,0
0.374479525,81,33,0,0.827738894,7000,7,0,4,0,0
0.017486208,54,16,0,0.202489876,20000,15,0,2,0,1
0.216167121,65,24,0,0.210498125,5600,7,0,1,0,0
0.015340049,67,33,0,0.11486048,16950,22,0,2,0,1
0.921259202,55,17,0,0.369866934,13977,14,0,0,0,1
2956,59,22,0,0.007999273,11000,1,0,0,0,0
0.77321531,29,3,0,0.238913099,3900,11,0,1,1,0
0.076244486,71,28,0,0.014690265,5649,2,0,0,0,0
1.008768556,37,7,1,0.147192716,6589,2,0,0,0,0
0.920872137,68,31,0,0.295084676,12104,28,0,0,0,1
0,35,9,0,0.502540567,6100,10,0,2,0,3
0.001918998,56,14,0,0.113656007,4627,4,0,1,0,2
0.43910593,53,19,0,1.110611085,4221,12,0,3,0,2
0.631625215,43,10,0,0.937568589,8200,6,0,2,0,3
0.9999999,34,7,0,0.033311126,1500,2,1,0,1,1
0.790713601,43,14,2,0.355828221,4400,9,3,0,0,1
0.086413768,56,15,0,0.240339513,8953,9,0,2,0,2
0.748694225,47,11,0,0.52302749,2800,14,0,1,0,1
0.738065484,47,13,0,0.214598175,8000,5,0,1,0,2
0.944537031,35,6,0,0.328112556,11300,11,0,2,0,0
0.9999999,24,1,1,0.12514994,2500,1,0,0,0,4
0.043350892,61,17,0,26.5,1,7,0,0,0,0
0.668735164,74,32,0,0.817727424,3000,17,0,1,0,1
0.44875557,37,8,0,0.319452287,7083,10,0,2,0,0
0.436355804,36,9,0,1.756869276,1200,8,0,2,0,0
0.00697103,40,12,0,0.375113533,1100,4,0,0,0,0
0,23,1,0,0.069895157,2002,2,0,0,0,0
0.078599018,82,31,0,0.238472287,6440,10,0,1,0,0
0.515417597,51,14,0,1.325129783,5200,16,0,1,0,2
0.062957759,55,23,0,0.794668888,2400,15,0,2,0,0
0.103248014,46,16,0,1.017182131,3200,11,0,2,0,0
0.945526633,59,24,3,0.370006409,4680,8,0,1,0,0
0.651698438,44,10,1,0.517860667,10133,13,0,3,0,1
0.018291724,67,20,0,0.01039792,5000,5,0,0,0,0
0.866371229,46,15,1,0.326839827,9239,7,0,2,0,0
0.341880647,57,21,0,0.494295436,9991,9,0,4,0,0
0.019972629,70,25,0,0.004190077,10500,10,0,0,0,0
0.028095614,56,17,0,0.192405421,7083,10,0,1,1,0
0.027317023,47,11,0,0.228712649,4450,12,0,1,0,1
0.059237176,45,12,0,0.262773047,10803,11,0,2,0,0
0.527067562,48,9,0,0.291354323,2000,3,0,0,0,1
0.089586207,75,23,0,0.05975522,8333,13,0,0,0,0
0.079204558,57,18,0,0.169510808,2636,6,0,1,0,1
0.044566295,65,16,0,0.247678903,7000,9,0,1,0,0
0.10494866,77,23,0,0.116272966,3809,9,0,0,0,0
0.054464222,59,21,0,0.25677462,3025,5,0,1,0,0
0.071026109,77,30,0,0.154338265,2500,3,0,0,0,0
0.036467013,58,24,0,0.187416689,3750,10,0,1,0,2
0.120869684,89,39,0,0.224387448,6978,9,0,2,0,1
0.048603238,38,10,0,0.41066198,6827,8,0,1,0,1
0.125898301,51,19,1,0.637276378,5477,10,0,1,0,0
0.060786958,51,17,0,0.196665493,17033,10,0,2,0,2
0.182787068,57,20,0,0.877528247,7168,20,0,2,0,0
0.200030768,58,20,0,0.085847395,17600,5,0,0,0,0
0.022082183,86,23,0,0.007495315,1600,3,0,0,0,0
0.274771239,39,7,0,0.263064344,5625,9,0,0,0,3
0.078584283,58,23,0,0.045658817,5562,4,0,0,0,0
0.141353254,51,21,0,0.698329034,8916,20,0,1,0,0
0.200036437,52,19,1,0.493451494,12750,22,1,2,0,0
0.10415633,51,17,0,0.201483582,9166,5,0,1,0,0
0.9999999,41,10,1,0,1500,0,2,0,0,0
0.176927413,83,38,0,0.144463884,4000,5,0,0,0,0
0.104837181,52,16,0,0.284643155,7201,14,0,3,0,3
0.119057074,33,7,0,1.173044925,600,10,0,0,0,0
0.009334104,61,27,0,0.257811612,8800,12,0,1,0,0
0.149033211,38,8,0,0.302190121,8583,7,0,2,0,2
0.096263783,37,11,1,0.499760038,6250,18,0,2,0,2
0.016138213,68,21,0,0.006241192,4966,13,0,0,0,0
0.055659777,58,18,0,0.179816514,6539,8,0,1,0,2
0.001327375,88,44,1,0.123575285,3333,8,0,1,0,0
0.033343977,45,13,0,0.485901453,7021,10,0,3,0,2
0.055305192,67,20,0,1322,0,5,0,1,0,0
0.092674144,40,8,0,0.209447536,14733,6,0,1,0,1
0.963676149,64,14,0,2.072086721,1844,4,0,1,0,0
0.926029588,43,13,1,0.322460292,9380,5,2,1,2,1
0.426304913,39,9,0,0.106052193,1800,2,0,0,0,0
0.023498825,53,21,0,0.140365172,27000,13,0,2,0,1
0.225898823,64,29,0,0.382769378,4166,12,0,1,0,0
0.005739188,77,30,0,0.224264356,10500,15,0,1,0,0
1.014558849,58,14,1,1.255792821,2200,5,2,2,1,0
0.130053845,39,10,0,0.477353342,7329,10,0,2,0,0
0.9999999,30,3,1,0.11480202,3762,2,1,0,0,0
0.946843854,25,1,0,0.269775187,1200,3,0,0,0,0
0.871759641,43,10,0,0.300139972,5000,11,0,0,0,5
0.164757982,44,15,0,0.035511119,5800,6,0,0,0,0
0.277418065,50,18,0,0.397797904,5630,11,0,1,0,0
0.088118359,52,12,0,0.009817289,11000,4,0,0,0,1
0.118647034,59,16,0,0.075326159,10500,5,0,0,0,0
0.009041478,42,9,0,0.48787803,4000,11,0,1,0,2
0,59,15,0,0.359426681,2720,7,0,1,0,0
0.764058755,58,15,0,0.29880799,12415,14,0,1,0,0
0.040358744,85,30,0,0.444912872,7115,8,0,2,0,0
0,28,3,0,0.108974359,6083,7,0,0,0,0
0.512859781,47,12,0,0.907065018,8166,5,0,1,0,2
0.014175734,64,24,0,0.211597891,5500,8,0,1,0,1
0.037897341,65,25,0,0.352007258,8817,19,0,2,0,0
0.301764547,32,7,0,0.094072474,8333,5,0,0,0,0
0.901487442,31,4,2,0.342517558,1850,3,0,0,0,2
0,32,7,0,0.284153005,1280,7,0,0,0,1
0.001429911,72,31,1,6.816335948,6500,19,0,2,0,1
0.236263163,44,18,0,0.534780746,7000,24,0,3,0,3
0.023718724,65,25,0,0.697435897,3899,3,0,1,0,0
0.918790391,37,10,0,0.358323187,5748,8,0,1,0,3
0.569314356,50,16,0,0.634920635,8000,5,0,2,0,2
0.004799909,38,7,0,0.826097825,12000,11,0,3,0,1
0.326484068,38,7,0,0.245723173,4500,7,0,1,0,1
0.005106139,85,42,0,0.001666482,9000,14,0,0,0,0
0.02187092,59,22,0,0.403298351,2000,20,0,1,0,0
0.200782487,68,30,0,0.63878327,7100,19,0,2,0,1
0.107188335,47,13,0,0.389565761,3200,7,0,1,0,1
0.035581484,58,21,0,0.457467324,4666,12,0,2,0,2
0.148957938,47,12,0,0.238137869,5584,7,0,1,0,0
0.545816733,57,16,1,0.066502187,8916,2,3,1,0,0
0.9999999,67,19,0,0.000297398,6724,2,0,0,0,0
0.067582255,65,29,0,0.326988687,5568,21,0,1,0,0
0.333413239,39,9,0,0.618486835,9000,14,0,2,0,2
0.680079557,51,15,0,0.429910524,9387,12,0,2,0,1
0.128583193,54,16,0,0.425029988,2500,8,0,2,0,0
0.02853067,68,20,0,0.245478036,3095,7,0,1,0,0
0.389769539,62,19,0,1.883009994,1700,16,0,1,0,0
0.17802356,58,20,1,0.24625873,6013,10,0,1,0,0
0.002466502,48,14,0,0.192855188,7305,2,0,1,0,0
0.009977304,52,18,0,0.592001904,4200,6,0,1,0,0
0.222597095,46,13,0,0.55710584,5016,9,0,1,0,1
0.493158668,40,12,0,0.745677635,1792,8,0,0,0,3
0.049481517,65,27,0,0.291291531,12550,14,0,2,0,2
0.005876495,77,36,0,0.316841924,5800,16,0,1,0,0
0.03716357,35,8,0,0.00219978,10000,6,0,0,0,0
0.765423458,42,13,0,0.365318609,6700,6,0,1,0,4
0.0696545,40,8,0,0.458135466,4000,17,0,2,0,2
0.062708868,50,18,0,0.563343666,10000,16,0,4,0,1
0.118696636,57,26,0,0.293092654,9583,19,0,2,0,0
0.9999999,49,17,0,0.383971558,13500,5,0,2,0,6
0.087144216,50,14,0,0.057664756,5583,6,0,1,0,0
0.006507592,68,27,0,0.283086765,2500,5,0,1,0,0
0.021759169,43,9,0,0.101664067,3845,3,0,0,0,3
0.142000583,39,11,0,0.251687289,10667,7,0,2,0,0
0.478955587,47,13,0,0.899836393,5500,19,0,3,0,3
0.345346273,64,16,0,1.846746575,1167,8,0,1,0,0
0.377507925,41,12,0,0.964629421,8000,18,0,3,0,2
0.062526522,58,19,0,0.476130123,7100,12,0,2,0,0
0.304308827,46,15,0,0.553197976,16400,15,0,9,0,0
0.690334605,45,11,0,0.446101219,11400,12,0,2,0,2
0.098651771,58,16,0,0.238209516,9583,7,0,1,0,0
0,65,19,0,0.211300568,14954,7,0,1,0,0
0.103410947,62,17,0,0.25330263,8250,5,0,1,0,0
0.580093073,52,14,1,0.422990332,7550,10,0,3,0,2
0.099420631,51,18,0,0.747983871,1983,6,0,2,0,2
0.287685678,61,14,0,0.059992406,7900,4,0,0,0,1
0.255521972,24,1,0,0.063872255,500,3,0,0,0,0
0.180400225,28,4,0,0.052394761,10000,8,0,0,0,0
0.5249501,66,25,2,0.165420864,3076,2,1,0,0,0
0.048932307,30,3,0,0.127895906,3150,5,0,0,0,1
0.101394226,69,20,1,0.13519324,20000,12,0,2,0,0
0.191438191,52,19,0,0.205753326,13904,6,0,0,0,1
0.295245469,64,18,0,0.22550508,8562,12,0,1,0,0
0.9999999,51,19,0,0.385753244,12100,6,0,2,0,2
0.01452284,65,30,0,0.334333208,8000,33,0,1,0,1
0.785145838,53,14,0,0.514691139,12966,10,0,4,0,0
0.314870655,27,3,0,0.067845028,5600,4,0,0,0,0
0.007433913,39,7,0,0.122817727,8190,8,0,1,0,0
0.006895466,66,27,0,76,0,9,0,0,0,0
0.266213771,66,21,0,0.330159032,10500,13,0,2,0,0
0.000429383,60,19,0,0.128642163,10501,9,0,1,0,1
0.198726688,63,19,0,0.462037872,11089,16,0,2,0,1
0.84064999,46,16,0,0.764301666,5820,12,0,3,0,1
0.05058249,60,15,0,0.111837551,13000,4,0,1,0,2
0.677581864,38,10,0,0.427143067,6800,11,0,2,0,2
0.723924973,36,7,0,1.739304278,2500,11,0,1,0,0
0.216783217,30,4,0,0.140749149,880,11,0,0,0,0
0.34401682,75,29,0,0.491340832,5600,13,0,2,0,1
0.023390791,49,17,0,0.239973336,9000,10,0,2,0,0
0.9999999,53,17,0,0,11000,0,0,0,0,3
0,35,8,1,0.164630082,4500,4,1,0,1,0
0.261665012,44,13,0,0.11931635,3100,3,0,0,0,1
0.895810419,43,10,0,0.299773163,5730,7,0,1,0,2
0.030556825,27,3,0,0.14794889,2973,5,0,0,0,0
0.347592709,66,28,0,0.324612565,6000,13,0,1,0,0
0.035156894,76,26,0,0.008748906,8000,12,0,0,0,1
0.014009323,72,26,0,0.007080383,2400,6,0,0,0,1
0.75129304,32,7,0,0.721944571,2200,11,0,0,0,1
0.013071895,62,22,2,0.474089277,1948,8,0,0,0,0
0.609711223,46,17,1,0.669258539,3600,16,0,3,0,0
0.125678378,39,7,0,0.484032213,3600,9,0,2,0,2
0.019903312,55,14,0,0.445884329,8333,15,0,2,0,1
0.9999999,38,8,1,0.213934601,4678,2,0,0,1,1
0.089281334,72,32,0,0.11148142,6000,8,0,0,0,1
0.615061786,50,16,0,0.507531107,1526,3,0,0,0,2
0.649513398,41,9,1,0.314393939,3695,6,0,0,0,0
0.922026617,32,4,0,0.382900225,6233,5,0,2,0,1
0.914628519,43,9,0,0.329932667,4900,9,0,1,0,3
0.142342883,49,10,0,0.201573124,7500,3,0,1,0,2
0.232239008,58,20,0,0.066008316,3847,8,0,0,0,0
0.903930467,28,3,2,0.253499222,4500,6,0,0,0,0
0.050945805,36,5,0,0.0704507,6500,6,0,0,0,1
0.032221506,52,12,0,0.296508769,6100,8,0,1,0,1
0.421654621,42,12,0,0.044649539,4008,5,0,0,0,2
0.005444243,55,20,0,0.208758248,5000,4,0,2,0,0
0.9999999,24,1,0,0.130724396,1200,1,0,0,0,0
0.143532941,52,15,2,0.249888905,6750,8,0,2,0,3
0.033295472,50,12,0,0.44885628,6950,7,0,2,0,3
0.359708858,54,11,0,0.260986472,11900,4,0,1,0,0
0.067010373,53,17,0,0.243523316,11000,14,0,2,0,2
0.436951367,79,31,0,0.422508526,5277,9,0,1,0,1
0.07573401,57,24,0,0.398984654,8666,18,0,1,0,0
0.204186115,58,19,0,0.281723276,6800,8,0,1,0,0
0.008022989,50,19,0,0.213968958,8117,11,0,1,0,4
0.00707667,68,27,0,0.283872816,3490,14,0,1,0,0
0.186838087,54,13,1,0.51087129,6300,8,0,1,0,1
0.418882155,40,13,0,0.12719364,13333,18,0,0,0,4
0.9999999,25,2,1,0.000937207,3200,1,0,0,0,0
0.9999999,42,10,0,0.00219956,5000,0,0,0,0,2
0.371764347,43,9,0,0.230219937,3500,5,0,0,0,1
0.461827414,31,5,0,0.131144809,6000,6,0,0,0,0
0.9999999,48,10,0,0.272288651,14300,4,0,2,0,4
0.536436228,37,7,0,0.430583958,4400,7,0,3,0,3
0.009140159,56,22,0,0.250507661,5416,18,0,1,0,1
0.386789732,51,13,1,0.395346411,9583,13,0,1,0,1
0.138403187,72,23,2,0.089432023,7200,7,0,0,0,0
0.9999999,29,3,0,309,0,1,0,0,0,0
0,48,15,0,0.290977617,13000,5,0,2,0,4
0.199231262,27,2,0,0.005712654,3500,2,0,0,1,1
0.076164268,42,8,0,0.393803862,9166,11,0,3,0,2
0.069161606,60,17,0,0.227475888,4250,6,0,1,0,1
0.000912249,70,18,0,0.001271186,2359,7,0,0,0,0
0.9999999,53,14,0,0.194520109,6240,2,0,1,0,2
0.9999999,42,10,0,0.357366227,5755,4,0,1,0,2
0.054875268,66,26,0,0.037337662,1231,3,0,0,0,0
0.239950631,58,22,0,0.186501467,9200,8,0,2,0,0
1.051498847,58,17,0,0.069946195,1300,4,0,0,0,0
0.620804747,42,12,0,0.175206198,4000,7,0,0,0,0
0.082783443,50,18,0,0.768796176,2300,6,0,2,0,3
0.034678217,39,7,1,0.770922594,3500,9,0,1,0,2
0.384641327,69,30,0,0.441296649,3670,8,0,0,0,1
