Cust_No,Gender,Title,City,County,Country,Occupation,Manufacture,OS,Tarriff,Tarriff_Type,Payment_Method,Contract_Length,AVG_of_Bill_Amount,AVG_of_OOB_Total_Charge,AVG_of_OOB_Amount_to_Total_Amoun,AVG_of_Voice_Usage,AVG_of_SMS_Usage,AVG_of_Data_Usage,Age,Churn_Fl
1000178,male,Mr.,Methil,Fife,Scotland,Employee welfare manager,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,82.258,17.25675359,0.208560211,470.303,757.261,8170.449,24,0
1000179,male,Mr.,Newburgh,Fife,Scotland,Stock-control clerk,Apple,iOS,Red Premium,Post-Pay,DD,18,47.782,2.781361977,0.058006463,155.273,245.518,1629.021,42,0
1000183,male,Mr.,Brechin,Angus,Scotland,Electrical power line repairer,Apple,iOS,Red,Post-Pay,DD,24,36.671,1.670834951,0.045410251,80.0553,123.679,832.7578,21,0
1000184,male,Mr.,Camborne,Cornwall,England,Real estate manager,Samsung,Android OS,Red Premium,Post-Pay,DD,18,46.267,1.266700739,0.026579996,130.097,193.954,1173.267,32,0
1000185,male,Mr.,Borrowstounness,Falkirk,Scotland,Claims adjuster,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.893,1.891913381,0.040002888,157.851,238.351,1413.796,56,0
1000186,female,Ms.,Brora,Highlands,Scotland,Publicity writer,Samsung,Android OS,Red Essentials,Post-Pay,CC,24,56.391,6.39105135,0.111945209,426.833,477.75,3915.626,32,0
1000187,female,Ms.,March,Cambridgeshire,England,Sales worker supervisor,Apple,iOS,Red Essentials,Post-Pay,CC,24,57.458,7.457488566,0.127430406,454.784,475.057,3994.152,45,0
1000189,female,Ms.,Fort William,Highlands,Scotland,Placement counselor,Nokia,Microsoft,Red Essentials,Post-Pay,DD,24,54.954,4.953549157,0.087602837,449.755,582.152,3449.635,36,0
1000190,female,Ms.,Lockerbie,Dumfries and Galloway,Scotland,Counter clerk,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,71.218,6.217790498,0.085446216,679.285,707.722,5390.656,43,0
1000192,male,Mr.,Wick,Highlands,Scotland,Information architect,Apple,iOS,Red Essentials,Post-Pay,DD,24,54.847,4.84653712,0.084281989,213.713,335.35,3710.046,50,0
1000193,male,Mr.,Brora,Highlands,Scotland,Computer hardware engineer,HTC,Android OS,Red Premium,Post-Pay,DD,18,47.946,2.946116162,0.061031698,161.856,251.502,1370.172,53,1
1000196,male,Mr.,Lockerbie,Dumfries and Galloway,Scotland,Hairstylist,HTC,Android OS,Red Premium,Post-Pay,CC,18,45,0,0,102.071,214.621,1536.983,55,1
1000197,male,Mr.,Bonnybridge,Falkirk,England,Molder,Samsung,Proprietary,Red Essentials Premium,Post-Pay,CC,18,81.46,16.46155966,0.200610789,485.086,741.446,8357.249,37,0
1000198,male,Mr.,Benarty,Fife,Scotland,Powerhouse electrician,Apple,iOS,Red,Post-Pay,DD,24,36.343,1.34406312,0.036820788,82.2754,121.105,732.5735,45,0
1000200,female,Ms.,Westhill,Aberdeenshire,Scotland,Nurse specialist,HTC,Android OS,Red Premium,Post-Pay,CC,18,45.483,0.482468471,0.010460277,145.363,190.036,828.1093,59,0
1000201,male,Mr.,Portsoy,Aberdeenshire,England,Elevator constructor,Apple,iOS,Red,Post-Pay,DD,24,36.475,1.473249201,0.04028186,82.8462,123.134,809.1143,25,0
1000202,female,Mrs.,Greater Willington,County Durham,Northern Ireland,Sports book writer,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,53.952,3.951235244,0.071509563,437.017,588.895,3337.115,35,0
1000203,male,Mr.,Lockerbie,Dumfries and Galloway,Scotland,Residential electrician,HTC,Android OS,Red Premium,Post-Pay,CC,18,47.031,2.030789358,0.042951935,162.926,243.125,1355.724,42,0
1000205,male,Mr.,Tranent,East Lothian,Northern Ireland,Creative writer,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,60.835,10.83476546,0.176775423,312.411,494.932,5078.01,52,0
1000207,female,Ms.,Airth,Falkirk,Scotland,Advertising sales agent,LG,Proprietary,Red Essentials,Post-Pay,DD,24,54.798,4.79938365,0.085497684,428.498,477.618,3408.452,30,0
1000208,male,Mr.,Fort William,Highlands,England,Flight service specialist,Samsung,Proprietary,Red Super  Premium,Post-Pay,DD,18,107.14,7.13795398,0.060656143,622.9,989.312,9731.332,19,0
1000209,female,Ms.,Camborne,Cornwall,England,Industrial hygienist,Google,Android OS,Red,Post-Pay,DD,24,35.46,0.461306027,0.012811785,111.742,123.197,546.2643,44,0
1000210,female,Ms.,Macduff,Aberdeenshire,England,Chief financial officer,Nokia,Symbian OS ,Red Essentials,Post-Pay,DD,24,54.17,4.170182623,0.075644442,442.185,588.933,3227.789,45,0
1000211,female,Ms.,Kelty,Fife,England,Motorboat mechanic,Apple,iOS,Red Premium,Post-Pay,CC,18,47.75,2.749863648,0.057344967,210.253,244.371,1297.241,66,0
1000212,male,Mr.,Newburgh,Fife,Scotland,Ticket taker,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,47.364,2.362593337,0.048812496,116.728,189.01,1207.465,29,1
1000213,female,Mrs.,Portlethen,Aberdeenshire,Scotland,Extruding and forming machine operator,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,77.333,12.3334031,0.157719457,659.829,744.465,6676.003,25,0
1000214,female,Ms.,Boddam,Aberdeenshire,England,Employment service specialist,Nokia,Symbian OS ,Red,Post-Pay,DD,24,35.787,0.788225119,0.021905495,109.143,141.514,563.1389,35,0
1000216,male,Mr.,Kingussie,Highlands,England,Optical instrument assembler,Apple,iOS,Red Essentials,Post-Pay,DD,24,54.712,4.712423476,0.080700446,234.583,335.85,3670.61,47,0
1000217,male,Mr.,Leuchars,Fife,Scotland,Gaming machine repairer,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,78.003,13.00298082,0.165126488,477.563,749.821,8264.791,74,0
1000218,female,Mrs.,Kirkcudbright,Dumfries and Galloway,Scotland,Otorhinolaryngology nurse,Samsung,Android OS,Red Super,Post-Pay,DD,24,85.799,10.79964769,0.123088159,899.029,1015.16,7934.852,24,0
1000219,male,Mr.,Dysart,Fife,Scotland,Appliance repairer,Apple,iOS,Red,Post-Pay,DD,24,36.381,1.380948287,0.037897286,79.7323,120.517,786.7752,53,0
1000220,male,Mr.,Clerkhill,Aberdeenshire,Scotland,DTP operator,ZTE,Android OS,Red Essentials,Post-Pay,DD,24,51.408,1.408789843,0.025246345,243.02,346.371,2853.214,23,0
1000221,female,Ms.,Newbridge Drive,Dumfries and Galloway,Scotland,Process piping drafter,Nokia,MeeGo OS,Red,Post-Pay,DD,24,37.028,2.026251669,0.0546302,112.215,147.875,541.5866,19,1
1000222,female,Mrs.,Moffat,Dumfries and Galloway,England,Plating and coating machine operator,Apple,iOS,Red Essentials,Post-Pay,DD,24,57.5,7.499391172,0.128562899,428.846,491.112,3823.834,31,0
1000223,female,Ms.,Harrington,Cumbria,England,Medical records technician,Apple,iOS,Red,Post-Pay,CC,24,36.221,1.219274186,0.033551776,108.71,124.914,667.9641,59,0
1000224,female,Ms.,Anstruther,Fife,Scotland,Loan counselor,Nokia,Proprietary,Red Premium,Post-Pay,DD,18,45.728,0.726395091,0.0157239,168.581,235.013,915.7677,20,0
1000226,female,Mrs.,Moffat,Dumfries and Galloway,Scotland,Camera operator,Samsung,Android OS,Red Premium,Post-Pay,CC,18,47.877,2.877250194,0.059344136,219.386,248.708,1345.496,45,0
1000227,female,Mrs.,Portsoy,Aberdeenshire,Scotland,Administrative support services director,Nokia,Microsoft,Red Essentials Premium,Post-Pay,CC,18,82.03,17.02899784,0.205530081,698.975,840.092,5491.917,30,1
1000228,male,Mr.,Glenrothes,Fife,Scotland,Craft artist,HTC,Android OS,Red,Post-Pay,CC,24,35.29,0.290415714,0.008085823,53.4881,94.3649,516.1572,23,0
1000230,female,Mrs.,Ballingry,Fife,England,Music conductor,HTC,Android OS,Red,Post-Pay,DD,24,35.928,0.928164519,0.025709155,106.687,121.209,576.8283,30,0
1000231,male,Mr.,Inverkeithing,Fife,England,Interior designer,Nokia,Proprietary,Red Super  Premium,Post-Pay,DD,18,113.33,13.33020472,0.116220066,763.174,1469.52,9599.903,39,0
1000233,female,Ms.,Holywood,County Down,Northern Ireland,Bus driver,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,53.637,3.635841501,0.067359525,446.596,582.869,3522.625,25,0
1000235,female,Mrs.,Harrington,Cumbria,Northern Ireland,Brokerage sales assistant,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,71.925,6.923882552,0.09286317,653.716,870.57,5712.891,21,0
1000236,male,Mr.,North Berwick,Lothian,Northern Ireland,Safety inspector,Apple,iOS,Red Essentials,Post-Pay,DD,24,53.912,3.911329627,0.067204982,268.44,350.852,2912.053,51,0
1000240,male,Dr.,St Just,Cornwall,England,Heating air-conditioning and refrigeration installer,Samsung,Android OS,Red,Post-Pay,DD,24,35.817,0.815432685,0.022370911,60.0406,93.2516,608.7309,33,0
1000242,female,Ms.,Enniskillen,County Fermanagh,Northern Ireland,Elevator mechanic,Nokia,Microsoft,Red,Post-Pay,CC,24,35.521,0.521682963,0.014580979,106.582,144.123,576.8962,18,0
1000243,male,Mr.,Downpatrick,County Down,Northern Ireland,Jailer,Motorola,Android OS,Red,Post-Pay,DD,24,35.836,0.83624705,0.023182014,80.7201,148.241,716.7406,44,0
1000244,female,Ms.,Merville Garden Village,County Antrim,Northern Ireland,Journalist,Nokia,Symbian OS ,Red Premium,Post-Pay,DD,18,45.619,0.619045423,0.013250776,154.615,208.513,828.2127,37,0
1000245,male,Mr.,Stotfold,Bedfordshire,Northern Ireland,Product promoter,Nokia,Proprietary,Red,Post-Pay,DD,24,36.015,1.015695255,0.028104866,81.8084,149.44,698.0296,41,0
1000246,male,Mr.,Anstruther,Fife,Scotland,Chief operating officer,Apple,iOS,Red Essentials,Post-Pay,CC,24,61.757,11.75780365,0.188510526,339.916,515.998,4836.121,55,1
1000247,male,Dr.,Banbridge,County Down,Northern Ireland,Farmhand,Nokia,MeeGo OS,Red,Post-Pay,DD,24,35.946,0.944675955,0.026176682,80.3423,146.789,697.1949,25,0
1000248,male,Mr.,March,Cambridgeshire,England,Woodworking machine tender,Samsung,Proprietary,Red Essentials Premium,Post-Pay,DD,18,70.068,5.067586189,0.064551031,378.109,538.565,6476.772,42,0
1000249,female,Ms.,Coalisland,County Tyrone,Northern Ireland,Emergency and disaster response worker,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.443,1.442318354,0.030705349,226.127,251.866,1109.016,31,0
1000250,female,Ms.,Banbridge,County Down,Northern Ireland,Applicator,HTC,Android OS,Red,Post-Pay,DD,24,35.968,0.968468676,0.026897095,110.858,119.296,547.9665,26,0
1000251,female,Ms.,Banbridge,County Down,Northern Ireland,Museum director,Samsung,Proprietary,Red,Post-Pay,DD,24,36.267,1.265866158,0.034817836,109.5,118.987,636.2471,59,0
1000252,male,Mr.,Banbridge,County Down,Northern Ireland,Pipelayer,LG,Proprietary,Red Super,Post-Pay,CC,24,77.407,2.406314883,0.027171147,473.752,768.532,6198.103,43,0
1000253,female,Mrs.,Portadown,County Armagh,Northern Ireland,County court judge,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,52.977,2.976893469,0.054954221,436.985,583.801,3359.521,31,0
1000254,male,Mr.,Greenisland,County Antrim,Northern Ireland,Bindery machine operator,Samsung,Android OS,Red Super,Post-Pay,DD,24,93.05,18.04893245,0.19180933,649.876,964.574,9612.869,30,0
1000255,male,Mr.,Carlisle,Cumbria,England,Greeter,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,55.818,5.817585386,0.103047207,326.165,581.131,4233.802,44,0
1000256,female,Mrs.,Kelty,Fife,Scotland,Glazier,Samsung,Proprietary,Red Essentials,Post-Pay,DD,24,52.396,2.395640493,0.043268208,299.741,354.573,2678.535,33,0
1000257,female,Ms.,Kirkcudbright,Dumfries and Galloway,Scotland,Museum director,Samsung,Android OS,Red Premium,Post-Pay,DD,18,47.677,2.675554776,0.05576904,224.114,245.775,1388.445,46,0
1000258,female,Mrs.,Saltash,Cornwall,England,Nutritionist,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,56.102,6.100035681,0.107941184,433.299,493.283,3797.977,21,0
1000259,female,Ms.,Aylesbury,Buckinghamshire,England,Signal and track switch repairer,Samsung,Proprietary,Red,Post-Pay,DD,24,36.308,1.30933928,0.035794404,109.732,119.01,652.3715,49,0
1000260,female,Ms.,Portadown,County Armagh,Northern Ireland,Refrigeration mechanic,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,66.979,1.978395986,0.029113881,509.173,595.765,4058.848,43,1
1000261,male,Mr.,Larbert,Falkirk,Scotland,Taxicab dispatcher,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,77.819,12.81928213,0.163666026,482.933,855.762,7388.82,34,0
1000262,female,Mrs.,St Just,Cornwall,England,Bus mechanic,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,71.532,6.532485169,0.0907694,659.251,896.452,5217.631,45,0
1000263,male,Mr.,Clerkhill,Aberdeenshire,Scotland,Medical record coder,Samsung,Proprietary,Red,Post-Pay,DD,24,36.513,1.513390543,0.041378537,81.0609,125.786,792.3668,50,0
1000264,female,Ms.,Arbroath,Angus,Scotland,Construction electrician,Nokia,Proprietary,Red Premium,Post-Pay,DD,18,45.425,0.425590382,0.00927703,168.196,215.152,671.9464,43,0
1000265,male,Mr.,Downpatrick,County Down,Northern Ireland,Training and development coordinator,Samsung,Proprietary,Red Super,Post-Pay,DD,24,91.693,16.69345588,0.181216051,659.285,963.161,10056.06,57,0
1000266,male,Mr.,Maud,Aberdeenshire,Scotland,Passenger rate clerk,Motorola,Android OS,Red,Post-Pay,DD,24,35.873,0.872683317,0.024265786,79.6931,146.703,704.1935,66,0
1000267,female,Ms.,Padstow,Cornwall,England,Automotive glass repairer,Nokia,Microsoft,Red Premium,Post-Pay,DD,18,46.514,1.51339097,0.032265795,225.359,291.775,1108.884,24,0
1000269,female,Mrs.,Clerkhill,Aberdeenshire,Scotland,Cardiovascular technician,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,78.308,13.30925293,0.166641073,647.315,755.818,6910.255,64,0
1000270,female,Dr.,Harrington,Cumbria,England,Shaper,Google,Android OS,Red Premium,Post-Pay,CC,18,46.593,1.591133024,0.033952665,224.584,244.465,1122.205,40,0
1000271,male,Mr.,Saltash,Cornwall,England,Rental manager,Samsung,Android OS,Red Essentials,Post-Pay,CC,24,59.298,9.296416966,0.155008137,316.582,495.996,4952.758,30,0
1000272,female,Ms.,Duniplace,Falkirk,Scotland,Process technician,LG,Proprietary,Red Essentials Premium,Post-Pay,DD,18,66.813,1.813483987,0.026143616,541.825,558.228,4496.927,30,0
1000273,female,Mrs.,Dufftown,Moray,Scotland,Agricultural inspector,HTC,Android OS,Red Super,Post-Pay,DD,24,82.055,7.055330458,0.084593733,873.953,966.964,6645.384,57,0
1000274,female,Ms.,Brora,Highlands,Scotland,Civil service clerk,Samsung,Android OS,Red Essentials Premium,Post-Pay,CC,18,76.313,11.31386703,0.145404184,663.001,775.854,6840.437,38,0
1000275,female,Ms.,Lockerbie,Dumfries and Galloway,Scotland,Service station attendant,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,77.266,12.2662395,0.157264125,656.237,713.22,6535.62,32,0
1000277,female,Mrs.,Clerkhill,Aberdeenshire,Scotland,Occupational health and safety inspector,Apple,iOS,Red,Post-Pay,CC,24,36.381,1.380148393,0.037693873,113.367,123.265,703.7366,42,0
1000279,male,Mr.,Portadown,County Armagh,Northern Ireland,Telecommunications service technician,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,80.238,15.23659157,0.187799507,474.635,745.428,8541.453,42,0
1000281,male,Mr.,Kelloholm,Dumfries and Galloway,Scotland,CT technologist,Samsung,Proprietary,Red Essentials,Post-Pay,DD,24,58.689,8.689844742,0.147483166,318.346,477.606,4804.152,22,0
1000282,male,Mr.,Marazion,Cornwall,England,Stock broker,Samsung,Android OS,Red Essentials Premium,Post-Pay,CC,18,79.019,14.01881142,0.175423837,484.214,717.517,7736.687,44,0
1000283,male,Mr.,Kelty,Fife,Scotland,Aircraft systems assembler,Apple,iOS,Red,Post-Pay,DD,24,37.567,2.565812268,0.06821988,90.8296,120.287,767.1264,19,1
1000284,male,Mr.,Monifieth,Angus,Scotland,Medical laboratory technologist,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,72.713,7.712385321,0.098337021,393.866,613.224,5887.117,29,0
1000285,male,Mr.,Kinghorn,Fife,Scotland,Public health social worker,Apple,iOS,Red,Post-Pay,DD,24,36.489,1.489384391,0.040771026,79.5559,123.424,799.5679,25,0
1000286,female,Mrs.,Methil,Fife,Scotland,Furniture finisher,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,47.272,2.272082417,0.047628969,226.436,240.388,1344.066,47,0
1000287,male,Mr.,Holywood,County Down,England,Public relations specialist,Nokia,Proprietary,Red,Post-Pay,DD,24,36.116,1.116334917,0.030801829,83.1361,146.861,676.4146,20,0
1000288,female,Ms.,Wick,Highlands,Scotland,Fishing vessel operator,Samsung,Proprietary,Red,Post-Pay,DD,24,35.285,0.284778856,0.007989389,79.2417,91.2541,524.8149,39,0
1000289,male,Mr.,Tayport,Fife,Scotland,Floor sander,Nokia,Proprietary,Red,Post-Pay,DD,24,36.081,1.081332223,0.029888579,79.5035,143.149,684.853,44,0
1000290,male,Mr.,March,Cambridgeshire,England,Executive chef,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,74.578,9.57780372,0.127110719,483.679,877.703,6844.06,35,0
1000291,male,Mr.,Arbroath,Angus,Scotland,Motorcycle mechanic,Samsung,Android OS,Red Essentials Premium,Post-Pay,CC,18,79.966,14.96681921,0.185820262,487.353,719.977,7786.553,39,0
1000292,female,Ms.,Kinghorn,Fife,Scotland,Combined food preparation and serving worker,Nokia,MeeGo OS,Red Premium,Post-Pay,DD,18,45.402,0.401609126,0.008700347,129.35,224.847,764.36,36,0
1000294,female,Mrs.,Kirriemuir,Angus,Scotland,Geologist,Apple,iOS,Red,Post-Pay,DD,24,36.501,1.501014719,0.040973555,108.356,122.384,702.7799,40,0
1000295,female,Mrs.,Moffat,Dumfries and Galloway,Scotland,Surgical nurse,Nokia,Proprietary,Red,Post-Pay,DD,24,36.58,1.579434237,0.042847109,111.667,147.081,519.2395,38,1
1000296,male,Mr.,Banbridge,County Down,Northern Ireland,Intercity bus driver,ZTE,Android OS,Red Premium,Post-Pay,DD,18,48.21,3.210008716,0.066404621,105.431,174.192,992.0351,35,1
1000297,male,Mr.,Bonnybridge,Falkirk,Scotland,Vascular technologist,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,76.013,11.01299516,0.143435316,483.317,729.033,6638.679,34,0
1000298,male,Mr.,Penzance,Cornwall,England,Fork lift driver,Samsung,Android OS,Red Premium,Post-Pay,DD,18,47.898,2.898679169,0.060324607,156.417,239.69,1560.867,19,0
1000299,female,Ms.,Coalisland,County Tyrone,Northern Ireland,Recreation worker,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,53.523,3.521131889,0.064008099,443.212,575.58,3299.391,24,0
1000300,female,Ms.,Fowey,Cornwall,England,Long haul truck driver,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,66.69,1.689936672,0.022968667,465.622,562.087,5321.675,66,0
1000301,female,Mrs.,Newcastle,County Down,Northern Ireland,Clergy,Samsung,Android OS,Red Premium,Post-Pay,DD,18,47.678,2.677106886,0.055806221,218.503,245.514,1343.058,46,0
1000302,male,Mr.,Monreith,Dumfries and Galloway,Scotland,Industrial accountant,Samsung,Android OS,Red Premium,Post-Pay,DD,18,47.877,2.875330129,0.059730218,160.637,237.65,1562.533,30,0
1000304,male,Mr.,Pitcoudie,Fife,Scotland,Technical training coordinator,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,69.26,4.260174346,0.058296008,420.205,517.512,4912.773,30,0
1000306,male,Mr.,Dunstable,Bedfordshire,England,Material recording,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,60.662,10.66248651,0.174084542,338.814,502.019,5160.089,30,0
1000307,female,Ms.,Lambourn,Berkshire,England,Paratransit driver,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,76.672,11.67111973,0.149909744,637.922,697.274,6104.612,24,0
1000308,female,Mrs.,Stanley,County Durham,England,Placement officer,ZTE,Android OS,Red Essentials,Post-Pay,CC,24,51.073,1.074263196,0.02040442,298.429,385.784,2321.922,18,0
1000309,male,Mr.,Portlethen,Aberdeenshire,Scotland,Forest and conservation technician,Nokia,Proprietary,Red,Post-Pay,DD,24,35.933,0.933507158,0.025858917,79.6458,141.949,677.6661,39,0
1000310,male,Mr.,Fort William,Highlands,Scotland,Brokerage clerk,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,80.906,15.9062159,0.194245111,480.897,709.873,8392.585,22,0
1000311,male,Mr.,Falkirk,Falkirk,Scotland,Decommissioning and decontamination (D&D) worker,Nokia,Microsoft,Red Essentials,Post-Pay,CC,24,56.643,6.642818289,0.11667278,326.088,576.063,4130.697,41,0
1000312,female,Ms.,Bowness on Windermere,Cumbria,England,Fisher,Nokia,MeeGo OS,Red Essentials,Post-Pay,DD,24,50.472,0.472091786,0.00913157,323.391,395.792,2209.055,26,0
1000313,female,Ms.,Newlyn,Cornwall,England,Home appliance repairer,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,76.474,11.47347068,0.148286786,660.006,738.037,6444.626,28,0
1000314,male,Mr.,Grangemouth,Falkirk,Scotland,Hand packer,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,78.986,13.98600066,0.174479936,470.065,735.501,8279.899,19,0
1000315,female,Mrs.,Runcorn,Cheshire,England,Public address system announcer,Apple,iOS,Red Super,Post-Pay,CC,24,89.548,14.54800126,0.159706573,897.671,960.537,7872.691,62,0
1000316,female,Mrs.,Bonnybridge,Falkirk,Scotland,Publicity writer,Nokia,Proprietary,Red,Post-Pay,DD,24,35.218,0.218705574,0.006112584,73.8727,110.364,436.2438,49,0
1000317,female,Ms.,Camborne,Cornwall,England,Transmission rebuilder,Samsung,Android OS,Red,Post-Pay,DD,24,36.46,1.459971372,0.039787257,112.762,123.298,641.3987,41,0
1000318,female,Mrs.,Kingussie,Highlands,Scotland,Remedial education teacher,LG,Proprietary,Red Essentials Premium,Post-Pay,CC,18,79.376,14.37513713,0.180892932,682.632,730.867,5778.341,20,1
1000320,female,Ms.,Ballingry,Fife,Scotland,Keypunch technician,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,79.818,14.81802405,0.183747191,563.412,534.295,5173.768,35,1
